CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,ClassicCasual
7969625-342,Shoes,Boat Shoes,,Memory Foam;Padded,Lace up,Men,Leather,Moc Toe,1
7969648-3,Shoes,Oxfords,,Leather;Memory Foam;Padded,Lace up,Men,Leather,Moc Toe,1
7969678-3,Shoes,Loafers,,Leather;Memory Foam,Slip-On,Men,Leather,Moc Toe,1
7969678-20,Shoes,Loafers,,Leather;Memory Foam,Slip-On,Men,Leather,Moc Toe,1
7969732-139,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969732-6608,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969732-7626,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969748-947,Shoes,Oxfords,Flat,Memory Foam;Removable,Lace up,Men,Suede,Medallion;Wingtip,0
7969748-963,Shoes,Oxfords,Flat,Memory Foam;Removable,Lace up,Men,Suede,Medallion;Wingtip,0
7969748-351761,Shoes,Oxfords,Flat,Memory Foam;Removable,Lace up,Men,Suede,Medallion;Wingtip,0
7969787-9049,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969787-34719,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969787-60591,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969787-173562,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969787-352632,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969864-2915,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Synthetic,,0
7969864-8769,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Synthetic,,0
7969864-259190,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking,Lace up,Men,Mesh;Rubber;Synthetic,,0
7969919-155,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
7970210-6,Boots,Mid-Calf,,Leather;Padded,Pull-on,Men,Leather,Snip Toe;Wingtip;Closed Toe,1
7970307-155,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Mesh;Synthetic,,0
7970321-144,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7970321-155,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7970321-3454,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7970321-352788,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7970321-377369,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7970330-4466,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7970330-236771,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7970330-352796,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7970331-4466,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7970331-236771,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7970331-352796,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7970434-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7970458-6967,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7970493-10647,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Suede;Synthetic,,0
7970493-13837,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Suede;Synthetic,,0
7970885-21164,Boots,Mid-Calf,1in - 1 3/4in,Padded,Lace up,Men,Leather;Nylon;Rubber;Suede,,1
7970888-13952,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Cordura;Leather,,1
7970925-301556,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
7970925-301557,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
7970935-353019,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Canvas;Leather,Round Toe;Closed Toe,1
7970935-353021,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Canvas;Leather,Round Toe;Closed Toe,1
7971185-238,Boots,Ankle,1in - 1 3/4in,Removable,Lace up,Men,Leather;Nubuck,Round Toe,1
7971187-133447,Boots,Ankle,1in - 1 3/4in,,Lace up,Men,Cordura;Suede,,0
7971197-353019,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Buckle;Lace up,Men,Canvas;Full-grain leather,Capped Toe,0
7971197-353021,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Buckle;Lace up,Men,Canvas;Full-grain leather,Capped Toe,0
7971218-301556,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Full-grain leather,Round Toe;Closed Toe,0
7971218-301557,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Full-grain leather,Round Toe;Closed Toe,0
7971228-301559,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather,Almond;Closed Toe,1
7971266-301558,Boots,Mid-Calf,1in - 1 3/4in,Leather,Zipper,Men,Leather,Round Toe,1
7971266-301559,Boots,Mid-Calf,1in - 1 3/4in,Leather,Spat Strap;Zipper,Men,Leather,Round Toe,1
7971266-301571,Boots,Mid-Calf,1in - 1 3/4in,Leather,Zipper,Men,Leather,Round Toe,1
7971269-3942,Boots,Ankle,1in - 1 3/4in,Padded,Zipper,Men,Leather,Round Toe;Closed Toe,1
7971269-301559,Boots,Ankle,1in - 1 3/4in,Padded,Zipper,Men,Leather,Round Toe;Closed Toe,1
7971274-248963,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Capped Toe;Closed Toe,1
7971274-248964,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Capped Toe;Closed Toe,1
7971274-353085,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Capped Toe;Closed Toe,1
7971275-4971,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
7971275-239863,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
7971298-353090,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-353091,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-353092,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-353093,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-353094,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-353095,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-357972,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-369495,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-369497,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-369498,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-369500,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-370011,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971298-385390,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7971299-4971,Boots,Mid-Calf,1in - 1 3/4in,Padded,Lace up,Men,Suede,Moc Toe;Closed Toe,0
7971299-9448,Boots,Mid-Calf,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Moc Toe;Closed Toe,0
7971299-239863,Boots,Mid-Calf,1in - 1 3/4in,Padded,Lace up,Men,Suede,Moc Toe;Closed Toe,0
7971299-251653,Boots,Mid-Calf,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Moc Toe;Closed Toe,0
7971323-353103,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7971323-353669,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7971323-369505,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7971367-4971,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
7971367-9448,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
7971367-239863,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
7971367-251653,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
7971378-231,Shoes,Loafers,1in - 1 3/4in,Leather;Textile,Slip-On,Men,Leather;Suede;Synthetic,Round Toe,1
7971383-353119,Boots,Ankle,,Removable,Lace up,Men,Nubuck;Nylon,,0
7971384-42149,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Nubuck;Nylon,,0
7971388-30741,Boots,Ankle,,Removable,Lace up,Men,Cordura;Leather;Nubuck,,1
7971473-353181,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
7971473-356971,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
7971473-369518,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
7971488-317882,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971488-353190,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7971516-6297,Shoes,Sneakers and Athletic Shoes,,,,Men,Synthetic,,0
7971516-12898,Shoes,Sneakers and Athletic Shoes,,,,Men,Synthetic,,0
7971517-33699,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Synthetic,,0
7971519-1430,Sandals,Flat,,EVA;Leather,Slip-On,Men,Leather;Rubber,Open Toe,1
7971519-45483,Sandals,Flat,,EVA;Leather,Slip-On,Men,Leather;Rubber,Open Toe,1
7971563-353218,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7971563-353220,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7971563-369526,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7971563-369527,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7971573-238004,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971573-353275,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971573-353276,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971586-29629,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-288853,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Leather;Mesh;Synthetic,,1
7971586-353281,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-353282,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-353283,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Leather;Mesh;Synthetic,,1
7971586-353284,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Leather;Mesh;Synthetic,,1
7971586-369544,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-369545,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-369546,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-369547,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-369548,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971586-385407,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,,Men,Leather;Mesh;Synthetic,,1
7971595-392773,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Patent Leather;Satin,,1
7971598-291367,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Rubber;Suede,Round Toe,1
7971599-144,Shoes,Sneakers and Athletic Shoes,,Polyurethane,Lace up,Men,Canvas;Leather;Rubber;Suede,Round Toe,1
7971602-287878,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971602-353306,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971602-369554,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971602-369555,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971602-369556,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971602-369558,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971602-385439,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7971686-9,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7971686-314,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7971686-699,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7971694-3,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable;Textile,Lace up,Men,Mesh;Suede,,0
7971694-371853,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable;Textile,Lace up,Men,Mesh;Suede,,0
7971703-9448,Boots,Ankle,,Padded,Lace up;Pull-on,Men,Full-grain leather,Wingtip;Closed Toe,0
7971703-332550,Boots,Ankle,,Padded,Lace up;Pull-on,Men,Full-grain leather,Wingtip;Closed Toe,0
7971703-353336,Boots,Ankle,,Padded,Lace up;Pull-on,Men,Full-grain leather,Wingtip;Closed Toe,0
7971711-301588,Boots,Mid-Calf,1in - 1 3/4in,Leather,Zipper,Men,Leather;Nubuck,Round Toe,1
7971711-353345,Boots,Mid-Calf,1in - 1 3/4in,Leather,Zipper,Men,Leather;Nubuck,Round Toe,1
7971721-301588,Boots,Mid-Calf,1in - 1 3/4in,Padded,Pull-on,Men,Leather;Nubuck,Round Toe;Closed Toe,1
7971721-353346,Boots,Mid-Calf,1in - 1 3/4in,Padded,Pull-on,Men,Leather;Nubuck,Round Toe;Closed Toe,1
7971739-248963,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Elastic Gore,Men,Leather,Round Toe;Closed Toe,1
7971739-248964,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Elastic Gore,Men,Leather,Round Toe;Closed Toe,1
7971742-248962,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Buckle,Men,Leather,Capped Toe;Closed Toe,1
7971742-248963,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Buckle,Men,Leather,Capped Toe;Closed Toe,1
7971742-248964,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Buckle,Men,Leather,Capped Toe;Closed Toe,1
7972006-4478,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,EVA;Padded,Lace up,Men,Faux Leather;Mesh;Synthetic,,1
7972006-27947,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,EVA;Padded,Lace up,Men,Faux Leather;Mesh;Synthetic,,1
7972099-353620,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Leather,Wingtip;Closed Toe,1
7972104-9448,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Full-grain leather,Capped Toe;Round Toe,0
7972104-251653,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Full-grain leather,Capped Toe;Round Toe,0
7972104-353625,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Full-grain leather,Capped Toe;Round Toe,0
7972106-9448,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Medallion;Wingtip,1
7972106-251653,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Medallion;Wingtip,1
7972106-353625,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Medallion;Wingtip,1
7972109-9448,Boots,Ankle,Flat,Leather,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
7972109-251653,Boots,Ankle,Flat,Leather;Padded,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
7972109-353625,Boots,Ankle,Flat,Leather;Padded,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
7972142-9448,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Full-grain leather,Capped Toe,0
7972142-251653,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Full-grain leather,Capped Toe,0
7972142-274157,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Full-grain leather,Capped Toe,0
7972142-353625,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Full-grain leather,Capped Toe,0
7972228-2529,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Suede,Round Toe;Closed Toe,0
7972228-109708,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,1
7972228-248970,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
7972228-263301,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
7972233-9448,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Round Toe,0
7972233-107665,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Round Toe,0
7972233-251653,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Round Toe,0
7972233-352990,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Full-grain leather,Round Toe,0
7972425-281963,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7972425-353753,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7972566-294993,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7972566-353785,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7972586-301558,Boots,Mid-Calf,1in - 1 3/4in,Padded,Pull-on,Men,Leather,Round Toe;Closed Toe,1
7972586-301559,Boots,Mid-Calf,1in - 1 3/4in,Padded,Pull-on,Men,Leather,Round Toe;Closed Toe,1
7972602-742,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Rubber,,0
7972602-43990,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Rubber,,0
7972735-353838,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Nubuck;Synthetic,,1
7972736-353836,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Nubuck;Synthetic,,1
7972736-353838,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Nubuck;Synthetic,,1
7972736-353839,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Nubuck;Synthetic,,1
7972737-353838,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Nubuck,,0
7972738-353838,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Nubuck;Synthetic,,1
7972740-353838,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Rubber;Synthetic,,0
7972741-353836,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Faux Leather;Synthetic,,1
7972741-353837,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Synthetic,,1
7972741-353838,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Synthetic,,1
7972741-353839,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Synthetic,,1
7972741-390200,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Faux Leather;Synthetic,,1
7972741-390201,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Faux Leather;Synthetic,,1
7972742-353838,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Rubber;Synthetic,,1
7972836-1430,Shoes,Boat Shoes,,Leather,Slip-On,Men,Suede,Round Toe;Closed Toe,0
7972838-20,Shoes,Oxfords,Under 1in,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,1
7972846-20,Shoes,Boat Shoes,,Leather,,Men,Lace;Leather;Rubber,,1
7972846-401,Shoes,Boat Shoes,,,Slip-On,Men,Leather,Square Toe;Closed Toe,1
7972854-6,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Leather,Round Toe,1
7972854-401,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Leather,Round Toe,1
7972875-2283,Shoes,Oxfords,Under 1in,,Lace up,Men,Leather,Round Toe;Closed Toe,1
7972888-19,Shoes,Oxfords,,,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe,1
7972945-3,Shoes,Oxfords,,,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe,1
7973122-513,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7973122-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7973122-183092,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7973122-326241,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7973122-354007,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7973122-354008,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,1
7973126-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Nylon,,0
7973126-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Nylon,,0
7973126-42906,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Nylon,,0
7973255-6,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Nylon;Synthetic,,0
7973255-401,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Nylon;Synthetic,,0
7973284-6,Shoes,Sneakers and Athletic Shoes,,Padded,Bungee,Men,Mesh;Suede,,0
7973284-401,Shoes,Sneakers and Athletic Shoes,,Padded,Bungee,Men,Mesh;Suede,,0
7973293-3,Boots,Ankle,,Moisture Wicking;Padded;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973326-6008,Boots,Ankle,1in - 1 3/4in,Leather;Padded;Removable,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
7973337-2930,Boots,Ankle,1in - 1 3/4in,Leather;Orthotic Friendly;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973337-6008,Boots,Ankle,1in - 1 3/4in,Leather;Orthotic Friendly;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973351-1912,Boots,Ankle,1in - 1 3/4in,Leather;Padded;Removable,Lace up,Men,Leather,Moc Toe;Round Toe;Closed Toe,1
7973377-325051,Shoes,Oxfords,1in - 1 3/4in,Moisture Wicking;Removable,Lace up,Men,Leather;Nubuck,Round Toe;Closed Toe,1
7973378-183092,Shoes,Oxfords,,Moisture Wicking;Padded;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973378-299993,Shoes,Oxfords,,Moisture Wicking;Padded;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973390-325051,Boots,Ankle,1in - 1 3/4in,Moisture Wicking;Removable,Lace up,Men,Leather;Nubuck,Moc Toe;Round Toe;Closed Toe,1
7973391-183092,Boots,Ankle,1in - 1 3/4in,Moisture Wicking;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973391-299993,Boots,Ankle,1in - 1 3/4in,Moisture Wicking;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973446-307,Shoes,Loafers,1in - 1 3/4in,Leather;Padded;Removable,Slip-On,Men,Suede,Closed Toe,0
7973449-98901,Shoes,Oxfords,1in - 1 3/4in,Padded,Lace up,Men,Suede,Moc Toe;Closed Toe,0
7973452-3,Boots,Ankle,1in - 1 3/4in,Leather;Padded;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
7973453-6008,Boots,Ankle,1in - 1 3/4in,Leather;Orthotic Friendly;Removable,Zipper,Men,Leather,Round Toe;Closed Toe,1
7973458-6,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Suede,Round Toe;Closed Toe,0
7973458-409,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Suede,Round Toe;Closed Toe,0
7973648-6972,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7973699-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7973699-751,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7973714-3,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Synthetic,,1
7973714-14,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Synthetic,,1
7973734-2294,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7973734-6124,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7973734-7606,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
